Securities Info - Securities,,,,,,,,,,,,,,,,,,,,,
As of 09/10/2025
Security No,ISIN ,Name (Hebrew),Name (English),Symbol (Hebrew),Symbol (English),Type of Security (Hebrew),Type of Security (English),Company Supersector (Hebrew),Company Supersector (English),Company Sector (Hebrew),Company Sector (English),Company Subsector (Hebrew),Company Subsector (English),Index Membership (Hebrew),Index Membership (English),Corporate No.,Issuer No.,Issuer Name (Hebrew),Issuer Name (English),Incorporation (Hebrew),Incorporation (English)
1178144,IL0011781445,רציו מימון אגחד,RATIO FIN.  B4,רצומ.ק4,RATF.B4,אג''ח קונצרני,Corporate bond,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,,,515060044,1625,רציו מימון,RATIO FINANCE,ישראל,Israel
1139864,IL0011398646,רציו פטרול  יהש,RATIO PETROL PU,רצפט,RTPT,יחידת השתתפות,Participating unit,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,,,550268411,1672,רציו פטרוליום,RATIO PETROLEUM,ישראל,Israel
1179993,IL0011799934,רב בריח,RAV BARIACH,בריח,BRIH,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,מתכת ומוצרי בניה,Metal & Building Products,"ת''א-צמיחה ,ת''א All-Share ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Industrials",514160530,1949,רב-בריח(08),RAV BARIACH(08),ישראל,Israel
1209824,IL0012098245,רב בריח    אג א,RAV BARIACH C1,בריח.ה1,BRIH.C1,אג''ח להמרה,Convertible,ריאלי,Real,תעשיה,Industry,מתכת ומוצרי בניה,Metal & Building Products,,,514160530,1949,רב-בריח(08),RAV BARIACH(08),ישראל,Israel
526012,IL0005260125,רבד,RAVAD,רבד,RAVD,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-מניב ישראל","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Investment Properties in Israel",520040148,526,רבד,RAVAD,ישראל,Israel
1103878,IL0011038788,רבל,RAVAL,רבל,RVL,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"כימיה, גומי ופלסטיק","Chemical, Rubber & Plastic","ת''א-צמיחה ,ת''א All-Share ,ת''א-תעשייה","TA-Growth ,TA-AllShare ,TA-Industrials",513506329,1436,רבל,RAVAL,ישראל,Israel
673012,IL0006730126,ריי טי אל וי-ש,RAY TLV GROUP-M,רטאל-ש,RAYG-M,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,520040973,673,ריי טי אל וי-ש,RAY TLV GROUP-M,ישראל,Israel
1172527,IL0011725277,רייזור,RAZOR LABS,רזר,RZR,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite",515369296,1849,רייזור,RAZOR,ישראל,Israel
1223197,IL0012231978,רייסדור   אגח א,REISDOR B1,רסדר.ק1,RSDR.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,513708248,2478,רייסדור,REISDOR,ישראל,Israel
1098920,IL0010989205,ריט 1,REIT 1,ריט1,RIT1,מנית ריט,Reit,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-90 ,ת''א-125 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-מניב ישראל ,ת''א-125 אקלים נקי","TA-90 ,TA-125 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Investment Properties in Israel ,TA-125 Fossil Free",513821488,1357,ריט 1,REIT 1,ישראל,Israel
1136753,IL0011367534,ריט 1     אגח ה,REIT 1       B5,ריט1.ק5,RIT1.B5,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",513821488,1357,ריט 1,REIT 1,ישראל,Israel
1138544,IL0011385445,ריט 1     אגח ו,REIT 1       B6,ריט1.ק6,RIT1.B6,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד צמודות-יתר ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",513821488,1357,ריט 1,REIT 1,ישראל,Israel
1171271,IL0011712713,ריט 1     אגח ז,REIT 1 B7,ריט1.ק7,RIT1.B7,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"מדד תל בונד 40 ,מדד תל בונד 60 ,תל בונד צמודות ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond 40 Index ,Tel Bond 60 Index ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",513821488,1357,ריט 1,REIT 1,ישראל,Israel
1224096,IL0012240961,ריט 1     אגח ח,REIT 1 B8,ריט1.ק8,RIT1.B8,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-צמודות 5-15 ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות AA-AAA ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-CPI Linked 5-15 ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked AA-AAA ,All-Bond Composite ,All-Bond CPI-Linked",513821488,1357,ריט 1,REIT 1,ישראל,Israel
1175769,IL0011757692,ריט אזורים אגחא,REIT AZORIM B1,אזרט.ק1,AZRT.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד צמודות ,תל בונד-צמודות 3-5 ,תל בונד צמודות-יתר ,תל בונד-תשואות ,תל בונד-מאגר ,תל בונד צמודות-נדל''ן ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked ,Tel Bond-CPI Linked 3-5 ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Yields ,Tel Bond-Composite ,Tel Bond-CPI Linked RealEstate ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",516117181,1794,ריט אזורים ליוי,REIT AZORIM LIV,ישראל,Israel
1216118,IL0012161183,ריט אזורים אגחג,REIT AZORIM B3,אזרט.ק3,AZRT.B3,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"תל בונד-תשואות ,תל בונד-מאגר ,All-Bond כללי ,All-Bond צמודות","Tel Bond-Yields ,Tel Bond-Composite ,All-Bond Composite ,All-Bond CPI-Linked",516117181,1794,ריט אזורים ליוי,REIT AZORIM LIV,ישראל,Israel
1183581,IL0011835811,ריט אזורים אג ב,REIT AZORIM C2,אזרט.ה2,AZRT.C2,אג''ח להמרה,Convertible,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,516117181,1794,ריט אזורים ליוי,REIT AZORIM LIV,ישראל,Israel
1162775,IL0011627754,ריט אזורים ליוי,REIT AZORIM LIV,אזרט,AZRT,מנית ריט,Reit,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-מניב ישראל","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Investment Properties in Israel",516117181,1794,ריט אזורים ליוי,REIT AZORIM LIV,ישראל,Israel
1081009,IL0010810096,רקח,REKAH,רקח,REKA,מניה רגילה,Ordinary Share,הייטק,High-Tech,ביומד,Biomed,פארמה,Pharma,"מדד ת''א-ביומד ,ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,ת''א-תעשייה","TA-Biomed Index ,TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Industrials",520042003,1033,רקח,REKAH,ישראל,Israel
1199645,IL0011996456,רנט איט,RENT IT,רנטא,RENT,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,516581741,2423,רנט איט,RENT IT,ישראל,Israel
1199546,IL0011995466,רנט איט   אגח א,RENT IT B1,רנטא.ק1,RENT.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בישראל,Investment-Proerties In Israel,,,516581741,2423,רנט איט,RENT IT,ישראל,Israel
1173723,IL0011737231,ריטייל מיינדס-ש,RETAILMINDS -M,רטמד-ש,RTMD-M,מניה רגילה,Ordinary Share,ריאלי,Real,השקעה ואחזקות,Investment & Holdings,חברות ללא פעילות ומעטפת,Inactive & Shell Companies,,,515678845,1847,ריטייל-מיינדס-ש,RETAILMINDS-M,ישראל,Israel
1175488,IL0011754889,ריטיילורס,RETAILORS,רטלס,RTLS,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,רשתות שיווק,Retail,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-פמילי ,ת''א-125 אקלים נקי ,ת''א-רשתות שיווק","TA-90 ,TA-125 ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-Family ,TA-125 Fossil Free ,TA-Retail",514211457,1908,ריטיילורס,RETAILORS,ישראל,Israel
1226885,IL0012268855,רגא שרותים,RGA SERVICES,רגאש,RGAS,מניה רגילה,Ordinary Share,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,,,511181174,2489,ר.ג.א.,R.G.A.,ישראל,Israel
1226893,IL0012268939,רגא שרותים אפ 1,RGA SERVICES W1,רגאש.א1,RGAS.W1,אופציה למניה,Warrant for share,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,,,511181174,2489,ר.ג.א.,R.G.A.,ישראל,Israel
1226901,IL0012269010,רגא שרותים אפ 2,RGA SERVICES W2,רגאש.א2,RGAS.W2,אופציה למניה,Warrant for share,ריאלי,Real,מסחר ושרותים,Commerce & Services,שרותים,Services,,,511181174,2489,ר.ג.א.,R.G.A.,ישראל,Israel
1178722,IL0011787228,רימון,RIMON,רמון,RMON,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-SME60 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-פמילי ,ת''א-בנייה","TA-SME60 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Family ,TA-Construction",512467994,1928,רימון,RIMON CONSULT,ישראל,Israel
1211036,IL0012110362,רימון אגח א,RIMON B1,רימון.ק1,RIMON.B1,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"מדד תל בונד שקלי ,תל בונד-שקלי 3-5 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 3-5 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",512467994,1928,רימון,RIMON CONSULT,ישראל,Israel
1080456,IL0010804560,רימוני,RIMONI,רמני,RIMO,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"כימיה, גומי ופלסטיק","Chemical, Rubber & Plastic","ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-תעשייה ,ת''א-פמילי","TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Industrials ,TA-Family",520041823,76,רימוני,RIMONI,ישראל,Israel
266015,IL0002660152,רובוגרופ,ROBOGROUP,רבגפ,ROBO,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,רובוטיקה ותלת מימד,Robotics & 3d,,,520034984,266,רובוגרופ,ROBOGROUP,ישראל,Israel
1147750,IL0011477507,רותם אנרגיה יהש,ROTEM EN REM PU,רתאנ,RTEN,יחידת השתתפות,Participating unit,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,,,550272090,1693,ראמ-רותם אנרגיה,REM-ROTEM ENERG,ישראל,Israel
1214980,IL0012149808,רותם אנרג אופ 8,ROTEM ENRG W8,רתאנ.א8,RTEN.W8,אופציה ליח' השתתפות,Participate unit warrant,ריאלי,Real,אנרגיה וחיפושי נפט וגז,Energy And Oil & Gas Exploration,חיפושי נפט וגז,Oil & Gas Exploration,,,550272090,1693,ראמ-רותם אנרגיה,REM-ROTEM ENERG,ישראל,Israel
1171529,IL0011715294,רותם שני,ROTEM SHANI,רתשנ,RTSN,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Construction",512287517,1797,רותם שני,ROTEM SHANI,ישראל,Israel
1187897,IL0011878977,רותם שני  אגח ב,ROTEM SHANI B2,רתשנ.ק2,RTSN.B2,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,512287517,1797,רותם שני,ROTEM SHANI,ישראל,Israel
1209295,IL0012092958,רותם שני  אגח ג,ROTEM SHANI B3,רתשנ.ק3,RTSN.B3,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,512287517,1797,רותם שני,ROTEM SHANI,ישראל,Israel
1209303,IL0012093030,רותם שני   אפ 2,ROTEM SHANI W2,רתשנ.א2,RTSN.W2,אופציה למניה,Warrant for share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,512287517,1797,רותם שני,ROTEM SHANI,ישראל,Israel
539015,IL0005390153,רוטשטיין,ROTSHTEIN,רשטן,ROTS,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-SME60 ,ת''א-נדל''ן ,מדד תל-דיב ,ת''א All-Share ,ת''א-רימון ,ת''א-SME150 ,ת''א-בנייה","TA-SME60 ,TA-RealEstate ,Tel-Div Index ,TA-AllShare ,TA-Rimon ,TA-SME150 ,TA-Construction",520039959,539,רוטשטיין,ROTSHTEIN,ישראל,Israel
5390273,IL0053902735,רוטשטיין  אגח י,ROTSHTEIN B10,רשטן.ק10,ROTS.B10,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,520039959,539,רוטשטיין,ROTSHTEIN,ישראל,Israel
1204189,IL0012041898,רוטשטיין אגח יב,ROTSHTEIN B12,רשטן.ק12,ROTS.B12,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",520039959,539,רוטשטיין,ROTSHTEIN,ישראל,Israel
1212646,IL0012126467,רוטשטיין אגח יג,ROTSHTEIN B13,רשטן.ק13,ROTS.B13,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,520039959,539,רוטשטיין,ROTSHTEIN,ישראל,Israel
1222462,IL0012224627,אר פי אופטיקל,RP OPTICAL,ארפי,RPOL,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,ביטחוניות,Defence,,,514454701,2479,אר פי אופטיקל,RP OPTICAL,ישראל,Israel
299016,IL0002990161,אראסאל,RSL,רסל,RSEL,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,ביטחוניות,Defence,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-תעשייה","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Industrials",520037458,299,אראסאל,RSL,ישראל,Israel
422014,IL0004220146,אסאר אקורד,S.R ACCORD,אסאק,SRAC,מניה רגילה,Ordinary Share,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"מדד ת''א-פיננסים ,ת''א-צמיחה ,ת''א All-Share ,ת''א ביטוח-פלוס ,ת''א-רימון","TA-Finance Index ,TA-Growth ,TA-AllShare ,TA Insurance-Plus ,TA-Rimon",520038670,422,אס.אר אקורד,S.R ACCORD,ישראל,Israel
4220372,IL0042203724,אסאר אקורד אגחב,S.R ACCORD B2,אסאק.ק2,SRAC.B2,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,"תל בונד-צמודות 0-3 ,תל בונד צמודות ,תל בונד צמודות-יתר ,תל בונד-תשואות ,תל בונד-מאגר ,תל בונד-צמודות A ,All-Bond כללי ,All-Bond צמודות","Tel Bond-CPI Linked 0-3 ,Tel Bond-CPI Linked ,Tel Bond-CPI Linked SmallCap ,Tel Bond-Yields ,Tel Bond-Composite ,Tel Bond-CPI Linked A ,All-Bond Composite ,All-Bond CPI-Linked",520038670,422,אס.אר אקורד,S.R ACCORD,ישראל,Israel
1214790,IL0012147901,אסאר אקורד אגחג,S.R ACCORD B3,אסאק.ק3,SRAC.B3,אג''ח קונצרני,Corporate bond,פיננסי,Finance,שרותים פיננסיים,Financial Services,אשראי חוץ בנקאי,Non Banking Credit,,,520038670,422,אס.אר אקורד,S.R ACCORD,ישראל,Israel
341016,IL0003410169,שדה נדל''ן,SADE REAL ESTAT,שדהנ,SADE,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,520037763,341,שדה נדל''ן,SADE REAL ESTAT,ישראל,Israel
813014,IL0008130143,סנו,SANO,סנו,SANO1,מניה רגילה,Ordinary Share,ריאלי,Real,תעשיה,Industry,"כימיה, גומי ופלסטיק","Chemical, Rubber & Plastic","מדד ת''א-מעלה ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-תעשייה ,ת''א-פמילי","TA-Maala Index ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Industrials ,TA-Family",520032988,813,סנו,SANO,ישראל,Israel
1087659,KYG7T16G1039,סאפיינס,SAPIENS,ספנס,SPNS,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,"ת''א-90 ,ת''א-125 ,מדד תל-דיב ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-רימון ,ת''א-SME150 ,ת''א סקטור-באלאנס ,ת''א-125 אקלים נקי ,ת''א-דואליות","TA-90 ,TA-125 ,Tel-Div Index ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Rimon ,TA-SME150 ,TA Sector-Balance ,TA-125 Fossil Free ,TA-Dual listing",,1146,סאפיינס,SAPIENS,איי קיימן,Cayman Islands
1141936,IL0011419368,סאפיינס   אגח ב,SAPIENS      B2,ספנס.ק2,SPNS.B2,אג''ח קונצרני,Corporate bond,הייטק,High-Tech,טכנולוגיה,Technology,תוכנה ואינטרנט,Software And Internet,,,,1146,סאפיינס,SAPIENS,איי קיימן,Cayman Islands
3650140,IL0036501406,ספיר קור אגח יח,SAPIR COR   B18,ספיר.ק18,SPIR.B18,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,,,520038340,365,ספיר קורפ,SAPIR CORP,ישראל,Israel
1188648,IL0011886483,ספיר קור אגח יט,SAPIR COR   B19,ספיר.ק19,SPIR.B19,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,נדל''ן מניב בחו''ל,Investment-Proerties Abroad,,,520038340,365,ספיר קורפ,SAPIR CORP,ישראל,Israel
1211010,IL0012110107,ספיר פקדון אגחא,SAPIR DEPO B1,ספרפ.ק1,SPRD.B1,אג''ח מובנות,Structured bond,מכשירים פיננסים,Financial Instruments,מכשירים פיננסים,Financial Instrument,אג''ח מובנות,Structured Bonds,"All-Bond כללי ,All-Bond ריבית משתנה","All-Bond Composite ,All-Bond Floating",516881265,2433,ספיר פקדונות,SAPIR DEPOSITS,ישראל,Israel
1219039,IL0012190398,ספיר פקדון אגחב,SAPIR DEPO B2,ספרפ.ק2,SPRD.B2,אג''ח מובנות,Structured bond,מכשירים פיננסים,Financial Instruments,מכשירים פיננסים,Financial Instrument,אג''ח מובנות,Structured Bonds,"All-Bond כללי ,All-Bond ריבית משתנה","All-Bond Composite ,All-Bond Floating",516881265,2433,ספיר פקדונות,SAPIR DEPOSITS,ישראל,Israel
1222397,IL0012223975,ספיר פקדון אגחג,SAPIR DEPO B3,ספרפ.ק3,SPRD.B3,אג''ח מובנות,Structured bond,מכשירים פיננסים,Financial Instruments,מכשירים פיננסים,Financial Instrument,אג''ח מובנות,Structured Bonds,"All-Bond כללי ,All-Bond ריבית משתנה","All-Bond Composite ,All-Bond Floating",516881265,2433,ספיר פקדונות,SAPIR DEPOSITS,ישראל,Israel
1226133,IL0012261330,ספיר פקדון אגחד,SAPIR DEPO B4,ספרפ.ק4,SPRD.B4,אג''ח מובנות,Structured bond,מכשירים פיננסים,Financial Instruments,מכשירים פיננסים,Financial Instrument,אג''ח מובנות,Structured Bonds,"All-Bond כללי ,All-Bond ריבית משתנה","All-Bond Composite ,All-Bond Floating",516881265,2433,ספיר פקדונות,SAPIR DEPOSITS,ישראל,Israel
425017,IL0004250176,צרפתי,SARFATI,צרפת,SRFT,מניה רגילה,Ordinary Share,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"ת''א-נדל''ן ,ת''א-צמיחה ,ת''א All-Share ,ת''א-רימון ,ת''א-פמילי ,ת''א-בנייה","TA-RealEstate ,TA-Growth ,TA-AllShare ,TA-Rimon ,TA-Family ,TA-Construction",520039090,425,צרפתי,SARFATI,ישראל,Israel
4250270,IL0042502703,צרפתי    אגח יב,SARFATI  B12,צרפת.ק12,SRFT.B12,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",520039090,425,צרפתי,SARFATI,ישראל,Israel
4250254,IL0042502547,צרפתי    אגח יא,SARFATI B11,צרפת.ק11,SRFT.B11,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,,,520039090,425,צרפתי,SARFATI,ישראל,Israel
1204734,IL0012047341,צרפתי    אגח יג,SARFATI B13,צרפת.ק13,SRFT.B13,אג''ח קונצרני,Corporate bond,ריאלי,Real,נדל''ן ובנייה,Real-Estate & Construction,בנייה,Construction,"מדד תל בונד שקלי ,תל בונד-שקלי 0-3 ,תל בונד-מאגר ,תל בונד-לא צמודות ,תל בונד-תשואות שקלי ,תל בונד-שקלי A ,All-Bond כללי ,All-Bond שקלי","Tel Bond Shekel Index ,Tel Bond-Shekel 0-3 ,Tel Bond-Composite ,Tel Bond-Non Linked ,Tel Bond-Yields Shekel ,Tel Bond-Shekel A ,All-Bond Composite ,All-Bond Shekel",520039090,425,צרפתי,SARFATI,ישראל,Israel
1092725,IL0010927254,שרין טכנו,SARINE TECH,שרין,SARN,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,אלקטרוניקה ואופטיקה,Electronics And Optics,"ת''א-צמיחה ,ת''א גלובל-בלוטק ,ת''א All-Share ,מדד ת''א-טכנולוגיה ,ת''א טק - עילית ,ת''א-תעשייה ,ת''א-דואליות","TA-Growth ,TA Global-BlueTech ,TA-AllShare ,TA-Technology Index ,TA Tech - Elite ,TA-Industrials ,TA-Dual listing",511332207,2226,שרין טכנו',SARINE TECH,ישראל,Israel
1166693,IL0011666935,סייברוואן,SAVER ONE,סיבר,SVRE,מניה רגילה,Ordinary Share,הייטק,High-Tech,טכנולוגיה,Technology,ציוד תקשורת,Communications Equipment,,,515154607,1800,סייברוואן,SAVERONE 2014,ישראל,Israel
